Text,is_rule,ID,source,class_resolved,metadata
"The nominal length of loadbearing wall construction referred to in 5.1d should be taken as follows: in the case of a reinforced concrete wall, the distance between lateral supports subject toa maximum length not exceeding 2.25H, in the case of an external masonry wall, or timber or steel stud wall, the length measured between vertical lateral supports, in the case of an internal masonry wall,or timber or steel stud wall, a length not exceeding 2.25H, where H is the storey height in metres.",0.0,129_UK_DocA_Structure,classification,others,
Key elements.,0.0,130_UK_DocA_Structure,classification,others,
"A key element, as referred to in paragraph 5.1d, should be capable of sustaining an accidental design loading of 34kN/m2 applied in the horizontal and vertical directions (in one directionat a time) to the member and any attached components (e.g. cladding etc.) having regard to the ultimate strength of such components and
their connections.",0.0,131_UK_DocA_Structure,classification,others,
Such accidental design loading should be assumed to act simultaneously with all other design loadings (i.e. wind and imposed loading) in accidental actions loading combination.,0.0,134_UK_DocA_Structure,classification,others,
"(Building work must be carried out so as to ensure that each dwelling is equipped with gigabit-ready physical infrastructure that extends from a network termination point for gigabit-capable public electronic communications networks and reaches (a) a distribution point, or (b) where the person carrying out the building work (the developer) has no right to install gigabit-ready physical infrastructure in land in which it would have to be installed if it were to reach a distribution point, as close as is reasonably practicable to a distribution point, or (c) where the developer has no such right and requirement RA2 is excluded or modified by regulation 44ZC, and would be so excluded or modified even if the gigabit-ready physical infrastructure were required to reach as close as is reasonably practicable to a distribution point(i)  as close as is reasonably practicable to a location at which a distribution point is likely to be installed within the relevant 2year period (a likely future location), or(ii)  where there is no likely future location that is closer to the building than the closest distribution point already installed, an access point for gigabit-capable public electronic communications networks, or(d) where the developer has no right to install gigabit-ready physical infrastructure in land beyond the building, an access point for gigabit-capable public electronic communications networks.",0.0,1_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
Infrastructure for electronic communications continued.,0.0,2_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for gigabit-capable public electronic communications networks.",1.0,3_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,self-contained,
"(3) In this paragraphdistribution point means a distribution point for a gigabit-capable public electronic communications network;the relevant 2year period means the period of 2 years beginning with the earlier of the following(a) the day on which a building notice, initial notice or public bodys notice relating to work to which this paragraph applies is given;(b) the day on which full plans relating to building work to which this paragraph applies are deposited.",0.0,4_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
"NOTE: The network distribution point could be in a cabinet, a box mounted on a wall or on a telegraph pole.",1.0,5_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,self-contained,
"Where a new building contains more than one dwelling, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",1.0,6_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,self-contained,
The cost of providing a connection to a USO standard public electronic communications network connection would exceed the cost cap (see paragraph 2.21).,0.0,7_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
"Where a developer seeks to rely on the building being in an isolated area as a reason to exempt new dwellings from requirement RA1, the developer must provide evidence in support of the exemption.",0.0,8_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
"This should include an explanation of how new dwellings are in an area that is isolated from a relevant connection, that the cost of providing a USOstandard public electronic communications network connection exceeds the cost cap and why the prospect of a connection to a relevant network in the isolated area is considered too remote to justify equipping the building with the relevant gigabit-ready physical infrastructure.",0.0,9_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
"Network terminationpoint (for each dwelling in building, see Diagrams 5 and 6).",0.0,10_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
NOTE: All the diagrams in this approved document (Diagrams 1 to 6) are simplified.,0.0,11_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
"For example, if there is a point that is as close to the distribution point as the developer can extend the gigabit-ready physical infrastructure to, but this would not be reasonably practicable for the developer due to the condition of the land in question, the infrastructure should be extended to an alternative point that is reasonably practicable.",1.0,12_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,self-contained,
"Where the developer has no right over the land in question and where no connection to a gigabit-capable public electronic communications network is being provided because requirement RA2 is excluded or modified, and would be even if the gigabit-ready physical infrastructure was required to reach as close as is reasonably practicable to the distribution point, the developer is required to install the infrastructure to a point as close as is reasonably practicable to a location at which it reasonably expects a distribution point to be installed within the relevant 2-year period, i.e. a likelyfuture location (see Diagram 3a).",0.0,13_UK_DocR_V1_InfrastructureForElectircalCommunications,classification,others,
